OriginalPaperDOI,OriginalPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,keywords,mesh_terms,first_author_given_names,first_author_surname
10.1038/s41419-018-1139-z,30368518,PMC6204138,s3://pmc-oa-opendata/PMC6204138.1/PMC6204138.1.xml?md5=0e52194e0e004b65db021bee44eb46ca,Cell Death Dis,research-article,A new synthetic derivative of cryptotanshinone KYZ3 as STAT3 inhibitor for triple-negative breast cancer therapy,2018,,"Active Transport, Cell Nucleus / drug effects | Animals | Antineoplastic Agents / chemical synthesis, pharmacology | Apoptosis / drug effects, genetics | Cell Movement / drug effects | Cell Proliferation / drug effects | Female | Gene Expression Regulation, Neoplastic | Humans | MCF-7 Cells | Mice | Mice, Inbred BALB C | Mice, Nude | Neoplasm Invasiveness | Phenanthrenes / chemical synthesis, pharmacology | Phosphorylation / drug effects | Proto-Oncogene Proteins c-bcl-2 / genetics, metabolism | STAT3 Transcription Factor / antagonists & inhibitors, genetics, metabolism | Signal Transduction | Triple Negative Breast Neoplasms / drug therapy, genetics, metabolism, pathology | Xenograft Model Antitumor Assays | bcl-2-Associated X Protein / genetics, metabolism",Wenda,Zhang
10.2147/IJWH.S279698,33442301,PMC7797326,s3://pmc-oa-opendata/PMC7797326.1/PMC7797326.1.xml?md5=7fefb6d722f840c6efa91289c87db517,Int J Womens Health,research-article,"Early Initiation of Breastfeeding and Its Associated Factors Among Mothers Who Delivered Vaginally in South Gondar Zone Hospitals, Northwest Ethiopia, 2020",2021,Ethiopia | early initiation of breastfeeding | proportion,,Bekalu,Getnet Kassa
10.1158/2159-8290.CD-11-0241,22576212,PMC3398487,s3://pmc-oa-opendata/PMC3398487.1/PMC3398487.1.xml?md5=423e957d5e1f1dc475aa9d01843c3c95,Cancer Discov,research-article,Increased levels of COX-2 and prostaglandin E2 contribute to elevated aromatase expression in inflamed breast tissue of obese women,2012,"Organ sites and tumor types - Breast Cancer | Tumor Progression, Invasion and Metastasis - Inflammation and tumor development | Endocrinology: molecular and preclinical - hormonal carcinogenesis | Cell Cycles - Signal Transduction Pathways | Cell growth/signaling pathways - Cell Signaling","Adult | Aged | Aromatase / genetics, metabolism | Cyclic AMP / metabolism | Cyclic AMP-Dependent Protein Kinases / metabolism | Cyclooxygenase 2 / genetics, metabolism | Dinoprostone / metabolism | Female | Gene Expression Regulation | Humans | Inflammation / genetics, metabolism | Mammary Glands, Human / metabolism, pathology | Middle Aged | Obesity / genetics, metabolism | Promoter Regions, Genetic | RNA, Messenger | Receptors, Progesterone / metabolism | Risk Factors",Kotha,Subbaramaiah
10.1371/journal.ppat.1002418,22174681,PMC3234233,s3://pmc-oa-opendata/PMC3234233.1/PMC3234233.1.xml?md5=2f07270563ff21728d4f9d6af57c20a2,PLoS Pathog,research-article,Epstein-Barr Virus Nuclear Antigen 3C Stabilizes Gemin3 to Block p53-mediated Apoptosis,2011,,"Antigens, Viral / genetics, metabolism | Apoptosis / physiology | B-Lymphocytes / metabolism, virology | Blotting, Western | Cell Line, Tumor | DEAD Box Protein 20 / genetics, metabolism | Epstein-Barr Virus Infections / genetics, metabolism | Epstein-Barr Virus Nuclear Antigens | Fluorescent Antibody Technique | Gene Expression Regulation, Neoplastic / genetics | Gene Knockdown Techniques | Herpesvirus 4, Human / genetics, metabolism | Humans | Immunoprecipitation | Real-Time Polymerase Chain Reaction | Reverse Transcriptase Polymerase Chain Reaction | Transfection | Tumor Suppressor Protein p53 / genetics, metabolism",Qiliang,Cai
10.1042/BSR20180067,29773679,PMC6066658,s3://pmc-oa-opendata/PMC6066658.1/PMC6066658.1.xml?md5=561d37d2413062febaa6b14cd7ceef5a,Biosci Rep,research-article,Comparative proteomic analysis reveals the regulatory network of the veA gene during asexual and sexual spore development of Aspergillus cristatus,2018,Aspergillus cristatus | ascospore | conidia | proteomics | veA gene,"Aspergillus / genetics, growth & development | Fungal Proteins / genetics | Gene Expression Regulation, Fungal | Gene Regulatory Networks | Proteomics | Reproduction, Asexual | Spores, Fungal / genetics, growth & development",Hui,Liu
10.1016/j.heliyon.2021.e06219,33644478,PMC7895721,s3://pmc-oa-opendata/PMC7895721.1/PMC7895721.1.xml?md5=66b904ecc3173b7d22b40b9c996e6122,Heliyon,research-article,"Noopept; a nootropic dipeptide, modulates persistent inflammation by effecting spinal microglia dependent Brain Derived Neurotropic Factor (BDNF) and pro-BDNF expression throughout apoptotic process",2021,BDNF | Inflammation | Microglia | Noopept | Programed cell death,,Mona,Taghizadeh
10.1016/j.cellsig.2011.10.008,22024282,PMC3481542,s3://pmc-oa-opendata/PMC3481542.1/PMC3481542.1.xml?md5=fe6bed32e8e37ce0c866f0a8d173001a,Cell Signal,research-article,MMP-9 Induces CD44 Cleavage and CD44 mediated Cell Migration in Glioblastoma Xenograft Cells,2011,CD44 | MMP-9 | invasion | glioblastoma | xenograft cells,"Animals | Cell Line, Tumor | Cell Membrane / drug effects, genetics, metabolism | Cell Movement / drug effects, genetics | Enzyme Activation | Enzyme Inhibitors / pharmacology | Gene Expression | Gene Knockdown Techniques | Glioblastoma / genetics, metabolism, pathology | Humans | Hyaluronan Receptors / chemistry, genetics, metabolism | Immunoprecipitation | Matrix Metalloproteinase 9 / deficiency, genetics, pharmacology | Matrix Metalloproteinase Inhibitors | Mice | Neoplasm Invasiveness / genetics | Protein Structure, Tertiary | Proteolysis | RNA, Small Interfering / genetics, metabolism | Signal Transduction / drug effects | Transplantation, Heterologous",Chandramu,Chetty
10.1042/BSR20191221,31266812,PMC6658724,s3://pmc-oa-opendata/PMC6658724.1/PMC6658724.1.xml?md5=1c0d4259551cc0023ae58a458d115643,Biosci Rep,research-article,MicroRNA-505-5p functions as a tumor suppressor by targeting cyclin-dependent kinase 5 in cervical cancer,2019,CDK5 | Cervical cancer | cell invasion | cell migration | cell proliferation | miR-505-5p,"Cell Line, Tumor | Cyclin-Dependent Kinase 5 / biosynthesis, genetics | Down-Regulation | Female | Gene Expression Regulation, Enzymologic | Gene Expression Regulation, Neoplastic | Genes, Tumor Suppressor | Humans | MicroRNAs / genetics, metabolism | Middle Aged | Neoplasm Proteins / biosynthesis, genetics | RNA, Neoplasm / genetics, metabolism | Uterine Cervical Neoplasms / genetics, metabolism, pathology",Elena,Kapora
10.2147/OTT.S203479,31308691,PMC6616302,s3://pmc-oa-opendata/PMC6616302.1/PMC6616302.1.xml?md5=34fcd54f9b6005ede65d3f6383c927f0,Onco Targets Ther,research-article,C-terminal of E1A binding protein 1 enhances the migration of gastric epithelial cells and has a clinicopathologic significance in human gastric carcinoma,2019,C-terminus of the E1A binding proteins | Janus Kinase 1 | gastric cancer | signal transducer and activator of transcription 3,,Can,Wang
10.1371/journal.pone.0063680,23696846,PMC3656040,s3://pmc-oa-opendata/PMC3656040.1/PMC3656040.1.xml?md5=8413992df6a8626440e34fdebf471073,PLoS One,research-article,SUMOylation of Mouse p53b by SUMO-1 Promotes Its Pro-Apoptotic Function in Ovarian Granulosa Cells,2013,,"Animals | Apoptosis / genetics, physiology | Cells, Cultured | Female | Granulosa Cells / cytology, metabolism | Mice | Protein Binding | SUMO-1 Protein / metabolism | Sumoylation | Tumor Suppressor Protein p53 / genetics, metabolism",Xiao-Ming,Liu
10.1007/s11060-011-0727-x,21964739,PMC3286222,s3://pmc-oa-opendata/PMC3286222.1/PMC3286222.1.xml?md5=eb9c3b85abbd94cd2f5e20dc55dbb411,J Neurooncol,research-article,uPAR and Cathepsin B Downregulation Induces Apoptosis by Targeting Calcineurin A to BAD via Bcl-2 in Glioma,2011,Calcineurin | BAD | Bcl2 | glioma,"Apoptosis | Blotting, Western | Calcineurin / metabolism | Caspase 3 / metabolism | Cathepsin B / antagonists & inhibitors, metabolism | Cell Line, Tumor | Cytochromes c / metabolism | Down-Regulation | Fluorescent Antibody Technique | Glioma / metabolism, pathology | Humans | Immunoenzyme Techniques | Immunoprecipitation | Membrane Potential, Mitochondrial | Proto-Oncogene Proteins c-bcl-2 / metabolism | Receptors, Urokinase Plasminogen Activator / antagonists & inhibitors, metabolism | Signal Transduction | Subcellular Fractions | bcl-Associated Death Protein / metabolism",Rama Rao,Malla
10.1016/j.virol.2015.06.003,26099695,PMC4567445,s3://pmc-oa-opendata/PMC4567445.1/PMC4567445.1.xml?md5=81dab42b12c9fb99fbd9087b3adc5460,Virology,research-article,Immunogenicity of Newcastle Disease Virus Vectors Expressing Norwalk Virus Capsid Protein in the Presence or Absence of VP2 Protein,2015,Newcastle disease virus | Norwalk virus | VP1 protein | Vaccine | Virus-like particles,"Animals | Antibodies, Viral / blood | Capsid Proteins / genetics, immunology | Female | Genetic Vectors | Immunity, Cellular | Immunity, Mucosal | Immunoglobulin G / blood | Mice, Inbred BALB C | Newcastle disease virus / genetics | Norwalk virus / genetics, immunology | Treatment Outcome | Vaccines, Subunit / administration & dosage, genetics, immunology | Vaccines, Synthetic / administration & dosage, genetics, immunology | Vaccines, Virus-Like Particle / administration & dosage, genetics, immunology | Viral Vaccines / administration & dosage, genetics, immunology",Shin-Hee,Kim
10.3892/ijo.2011.1255,22076676,PMC3232313,s3://pmc-oa-opendata/PMC3232313.1/PMC3232313.1.xml?md5=570349c12dd36048c5c753219faa577a,Int J Oncol,research-article,Metabolic Remodeling Precedes Mitochondrial Outer Membrane Permeabilization in Human Glioma Xenograft Cells,2011,Aerobic glycolysis | MMP-9 | uPAR | cathepsin B | oxidative phosphorylation | reactive oxygen species | Bcl-2 protein family | BAX | Bcl-XL | cytochrome c | apoptosis,"Antineoplastic Agents / pharmacology | Apoptosis | Apoptosis Regulatory Proteins / metabolism | Cathepsin B / genetics, metabolism | Cell Line, Tumor / drug effects | Cell Survival / drug effects | Electron Transport Chain Complex Proteins / metabolism | Gene Knockdown Techniques | Glioma / metabolism | Glycolysis | Humans | Matrix Metalloproteinase 9 / genetics, metabolism | Mitochondrial Membranes / metabolism | Oxidative Phosphorylation | Permeability | Protein Processing, Post-Translational | RNA Interference | RNA, Small Interfering / pharmacology | Receptors, Urokinase Plasminogen Activator / genetics, metabolism",Shivani,Ponnala
10.3892/ijo.2011.987,21455571,PMC3085848,s3://pmc-oa-opendata/PMC3085848.1/PMC3085848.1.xml?md5=5a262a1a49fdff2e38596f27fd5d6600,Int J Oncol,research-article,α3β1 Integrin Promotes Radiation-induced Migration of Meningioma Cells,2011,meningioma | radiotherapy | migration | integrins | FAK,"Actins / metabolism | Animals | Cell Line, Tumor | Cell Movement / radiation effects | Cell Proliferation / radiation effects | Extracellular Signal-Regulated MAP Kinases / metabolism | Focal Adhesion Kinase 1 / metabolism | Gene Expression Regulation, Neoplastic / radiation effects | Humans | Integrin alpha3beta1 / genetics, metabolism | Intracellular Space / metabolism | Meningioma / radiotherapy | Mice | Mice, Nude | Protein Transport | Radiation, Ionizing | Signal Transduction / radiation effects | Xenograft Model Antitumor Assays | eIF-2 Kinase / genetics, metabolism",Venkateswara Rao,Gogineni
10.3892/ijo.2011.934,21290090,PMC3075802,s3://pmc-oa-opendata/PMC3075802.1/PMC3075802.1.xml?md5=c011602c0e2213c86af91c310b2f767a,Int J Oncol,research-article,"Oncogenic role of p53 is suppressed by si-RNA bicistronic construct of uPA, uPAR and cathepsin-B in meningiomas both in vitro and in vivo",2011,p53 | apoptosis | uPA | uPAR | Cathepsin B | Caspase,"Animals | Apoptosis | Apoptosis Regulatory Proteins / metabolism | Caspases / metabolism | Cathepsin B / genetics, metabolism | Cell Line, Tumor | Down-Regulation | Enzyme Activation | Female | Humans | Meningeal Neoplasms / metabolism, pathology | Meningioma / metabolism, pathology | Mice | Mice, Nude | Neoplasm Transplantation | RNA Interference | RNA, Small Interfering / genetics | Receptors, Urokinase Plasminogen Activator / genetics, metabolism | Transplantation, Heterologous | Tumor Burden | Tumor Suppressor Protein p53 / genetics, metabolism | Urokinase-Type Plasminogen Activator / genetics, metabolism",Reshu,Gupta
10.1111/jcmm.13760,30024092,PMC6156288,s3://pmc-oa-opendata/PMC6156288.1/PMC6156288.1.xml?md5=5946a246a3ae6da04122680dc6855ea2,J Cell Mol Med,research-article,"MircoRNA‐1275 promotes proliferation, invasion and migration of glioma cells via SERPINE1",2018,MiR-1275 | SERPINE1 | glioma | p53 signalling pathway,"Animals | Apoptosis / genetics | Cell Line, Tumor | Cell Movement / genetics | Cell Proliferation / genetics | Gene Expression Regulation, Neoplastic / genetics | Glioma / genetics, pathology | Humans | Mice | MicroRNAs / genetics | Neoplasm Invasiveness / genetics, pathology | Plasminogen Activator Inhibitor 1 / genetics | RNA, Messenger / genetics | Signal Transduction / genetics | Xenograft Model Antitumor Assays",Dong‐Mei,Wu
10.1155/2014/526391,25057492,PMC4098891,s3://pmc-oa-opendata/PMC4098891.1/PMC4098891.1.xml?md5=7fc92114beabc2e3bafe91358ed12db1,Biomed Res Int,research-article,Mannosylated Chitosan Nanoparticles for Delivery of Antisense Oligonucleotides for Macrophage Targeting,2014,,"Animals | Cell Line | Cell Survival | Chitosan / chemistry | Deoxyribonuclease I / metabolism | Drug Carriers / chemistry | Gene Transfer Techniques | HeLa Cells | Humans | Macrophages / drug effects, metabolism | Mannose / chemistry | Mice | Microscopy, Electron, Scanning | Microscopy, Electron, Transmission | Molecular Weight | Nanoparticles / chemistry | Oligonucleotides, Antisense / chemistry | Particle Size | Solubility | Tumor Necrosis Factor-alpha / metabolism | Water / chemistry",Gyati,Shilakari Asthana
10.2147/OTT.S198750,31456644,PMC6620705,s3://pmc-oa-opendata/PMC6620705.1/PMC6620705.1.xml?md5=da224ec46ae46e43192b6ad02aa8c8ec,Onco Targets Ther,research-article,"GATA1 gene silencing inhibits invasion, proliferation and migration of cholangiocarcinoma stem cells via disrupting the PI3K/AKT pathway",2019,GATA1 | PI3K/AKT pathway | cholangiocarcinoma stem cells | gene silencing | invasion | migration | proliferation,,Guang,Shi
10.1038/sj.bjc.6602595,15870708,PMC2361761,s3://pmc-oa-opendata/PMC2361761.1/PMC2361761.1.xml?md5=e10778b95ce78c09a2e1b4e66d8411fe,Br J Cancer,research-article,The Akt inhibitor KP372-1 suppresses Akt activity and cell proliferation and induces apoptosis in thyroid cancer cells,2005,molecular therapy | growth factors | anaplastic thyroid cancer | KP372-1,"Apoptosis / drug effects | Cell Proliferation / drug effects | DNA Damage | Heterocyclic Compounds, 4 or More Rings / pharmacology | Humans | Phosphorylation | Protein Serine-Threonine Kinases / antagonists & inhibitors, metabolism, pharmacology | Proto-Oncogene Proteins / antagonists & inhibitors, metabolism, pharmacology | Proto-Oncogene Proteins c-akt | Signal Transduction | Tetrazoles / pharmacology | Thyroid Neoplasms / pathology | Tumor Cells, Cultured",M,Mandal
10.1186/s12935-020-01411-8,32694943,PMC7367385,s3://pmc-oa-opendata/PMC7367385.1/PMC7367385.1.xml?md5=b5c30d44e574489ad5cddc8cfc7329c3,Cancer Cell Int,research-article,Long non-coding RNA SATB2-AS1 inhibits microRNA-155-3p to suppress breast cancer cell growth by promoting breast cancer metastasis suppressor 1-like,2020,Breast cancer | Breast cancer metastasis suppressor 1-like | Long non-coding RNA antisense transcript of SATB2 protein | MicroRNA-155-3p,,Shaoqiang,Cheng
10.1038/s41598-018-22098-y,29491403,PMC5830879,s3://pmc-oa-opendata/PMC5830879.1/PMC5830879.1.xml?md5=2c573e689f741e0428d920b832a82aa5,Sci Rep,research-article,Electrochemical Sensor for Detection of miRs Based on the Differential Effect of Competitive Structures in The p19 Function,2018,,"Biosensing Techniques / methods | Electrochemical Techniques / methods | Gold / chemistry | Humans | Limit of Detection | Liposomes / chemistry | Metal Nanoparticles / chemistry | MicroRNAs / analysis | Phosphatidylethanolamines / chemistry | Recombinant Proteins / genetics, metabolism",E.,Ghazizadeh
10.1084/jem.20031467,15067035,PMC2211879,s3://pmc-oa-opendata/PMC2211879.1/PMC2211879.1.xml?md5=4f3ab63512161073b87a004e87b2deae,J Exp Med,research-article,KSHV vFLIP Is Essential for the Survival of Infected Lymphoma Cells,2004,HHV-8 | NF-kB | Kaposi's sarcoma | AIDS | viral oncogenes,"Apoptosis / genetics | Base Sequence | Cell Line, Tumor | Cell Survival | Genes, Viral | Herpesviridae Infections / pathology, virology | Herpesvirus 8, Human / genetics, pathogenicity, physiology | Humans | Lymphoma / pathology, virology | Models, Biological | NF-kappa B / metabolism | RNA Interference | RNA, Small Interfering / genetics | Viral Proteins / genetics, physiology",Ilaria,Guasparri
10.1371/journal.pone.0101461,24987850,PMC4079503,s3://pmc-oa-opendata/PMC4079503.1/PMC4079503.1.xml?md5=2113d049982ca17787221dab33d12bd6,PLoS One,research-article,Transdermal Delivery of Insulin by Amidated Pectin Hydrogel Matrix Patch in Streptozotocin-Induced Diabetic Rats: Effects on Some Selected Metabolic Parameters,2014,,"Administration, Cutaneous | Animals | Blood Glucose / metabolism | Diabetes Mellitus, Experimental / blood, drug therapy, metabolism | Glycogen / metabolism | Hypoglycemic Agents / administration & dosage, blood, therapeutic use | Insulin / administration & dosage, blood, therapeutic use | Liver / drug effects, metabolism | Male | Muscles / drug effects, metabolism | Pectins / chemistry | Rats | Rats, Sprague-Dawley | Transdermal Patch",Silindile I.,Hadebe
10.1371/journal.pone.0036941,22649503,PMC3359321,s3://pmc-oa-opendata/PMC3359321.1/PMC3359321.1.xml?md5=58911a43167eeb618f37df01b37783b9,PLoS One,research-article,Suppression of AP1 Transcription Factor Function in Keratinocyte Suppresses Differentiation,2012,,"Animals | Binding, Competitive | Cell Differentiation / drug effects, physiology | Cells, Cultured | Chromatin Immunoprecipitation | DNA Primers / genetics | Electrophoretic Mobility Shift Assay | Fluorescent Antibody Technique | Gene Expression Regulation / drug effects | Humans | Immunoblotting | Immunoprecipitation | Keratinocytes / metabolism, physiology | Mice | Peptide Fragments / genetics, metabolism, pharmacology | Protein Precursors | Proto-Oncogene Proteins c-jun / genetics, metabolism, pharmacology | Real-Time Polymerase Chain Reaction | Regulatory Elements, Transcriptional / drug effects, genetics | Transcription Factor AP-1 / metabolism",Bingshe,Han
10.1093/nar/gkw871,27683220,PMC5159552,s3://pmc-oa-opendata/PMC5159552.1/PMC5159552.1.xml?md5=d2cc2e994f4304ea1c8c711052f9756f,Nucleic Acids Res,research-article,AKAP12 mediates PKA-induced phosphorylation of ATR to enhance nucleotide excision repair,2016,,"A Kinase Anchor Proteins / physiology | Ataxia Telangiectasia Mutated Proteins / metabolism | Cell Cycle Proteins / physiology | Cyclic AMP-Dependent Protein Kinases / physiology | DNA Damage | DNA Repair | HEK293 Cells | Humans | Kinetics | Mutagenesis | Phosphorylation | Protein Processing, Post-Translational | Protein Transport | Xeroderma Pigmentosum Group A Protein / metabolism",Stuart G.,Jarrett
10.1111/jcmm.14826,31769187,PMC6991667,s3://pmc-oa-opendata/PMC6991667.1/PMC6991667.1.xml?md5=2e1dcc928a3a758ba585466a32c56512,J Cell Mol Med,research-article,Gastrodin relieves inflammation injury induced by lipopolysaccharides in MRC‐5 cells by up‐regulation of miR‐103,2019,NF-κB | apoptosis | chronic obstructive pulmonary disease (COPD) | p38/JNK,,Zhuona,Xi
10.1371/journal.pone.0064171,23696868,PMC3655933,s3://pmc-oa-opendata/PMC3655933.1/PMC3655933.1.xml?md5=731110d853ec2814e9b8792ec199ac67,PLoS One,research-article,Enhanced Translation of mRNAs Encoding Proteins Involved in mRNA Translation during Recovery from Heat Shock,2013,,"Blotting, Western | HeLa Cells | Heat-Shock Response / genetics, physiology | Humans | Immunoprecipitation | Peptide Elongation Factor 1 / metabolism | Peptides / metabolism | Poly(A)-Binding Protein I / metabolism | Polyribosomes / metabolism | Protein Binding | RNA, Messenger / genetics, metabolism | RNA, Small Interfering | RNA-Binding Proteins / metabolism | Reverse Transcriptase Polymerase Chain Reaction | Ribosomal Protein S6 / metabolism",Andrea-Kaye,Datu
10.1371/journal.pone.0065456,23734258,PMC3667124,s3://pmc-oa-opendata/PMC3667124.1/PMC3667124.1.xml?md5=022eb54aafa85bfd88e3d2156b32add5,PLoS One,research-article,An Occult Hepatitis B-Derived Hepatoma Cell Line Carrying Persistent Nuclear Viral DNA and Permissive for Exogenous Hepatitis B Virus Infection,2013,,"Carcinoma, Hepatocellular / genetics, pathology, virology | Cell Line, Tumor | Cell Nucleus / genetics | Chromosome Aberrations | DNA, Viral / genetics | Fluorescent Antibody Technique | Hepatitis B / pathology, virology | Hepatitis B Surface Antigens / genetics, metabolism | Hepatitis B virus / genetics, metabolism, physiology | Hepatocytes / metabolism, pathology, ultrastructure | Host-Pathogen Interactions / genetics | Humans | Karyotype | Liver Neoplasms / genetics, pathology, virology | Microscopy, Electron | Microscopy, Phase-Contrast | Polymerase Chain Reaction",Chih-Lang,Lin
10.1530/JME-14-0213,25381390,PMC4261204,s3://pmc-oa-opendata/PMC4261204.1/PMC4261204.1.xml?md5=2d891f3946c0ff25f6161952f2c6d020,J Mol Endocrinol,research-article,Hypochlorous acid via peroxynitrite activates protein kinase Cθ and insulin resistance in adipocytes,2015,IRS1 | hypochlorous acid | insulin resistance | peroxynitrite,"3T3-L1 Cells | Adipocytes / enzymology | Animals | Glucose Transporter Type 4 / metabolism | Hypochlorous Acid / pharmacology | I-kappa B Kinase / metabolism | Insulin Receptor Substrate Proteins / metabolism | Insulin Resistance | Isoenzymes / metabolism | JNK Mitogen-Activated Protein Kinases / metabolism | Mice | Peroxidase / physiology | Peroxynitrous Acid / metabolism | Phosphorylation | Protein Kinase C / metabolism | Protein Kinase C-theta | Protein Processing, Post-Translational | Protein Transport | Signal Transduction",Jun,Zhou
10.4103/0259-1162.161806,26712979,PMC4683496,s3://pmc-oa-opendata/PMC4683496.1/PMC4683496.1.xml?md5=b891ae0f3346b94961e4b0f562e4dc16,Anesth Essays Res,research-article,"Does the preoperative administration of tranexamic acid reduce perioperative blood loss and transfusion requirements after head neck cancer surgery? A randomized, controlled trial",2015,Head neck cancer surgery | hemorrhage | tranexamic acid,,Anjan,Das
10.1016/j.vaccine.2014.06.061,24968158,PMC4794254,s3://pmc-oa-opendata/PMC4794254.1/PMC4794254.1.xml?md5=c5b29818534aaa30273102738472a221,Vaccine,research-article,Modified Newcastle disease virus vectors expressing the H5 hemagglutinin induce enhanced protection against highly pathogenic H5N1 avian influenza virus in chickens,2014,H5N1 highly virulent avian influenza virus | Hemagglutinin | Newcastle disease virus | Vectored vaccine,"Animals | Chickens | Drug Carriers / administration & dosage | Genetic Vectors | Hemagglutinin Glycoproteins, Influenza Virus / genetics, immunology | Influenza A Virus, H5N1 Subtype / genetics, immunology | Influenza Vaccines / administration & dosage, genetics, immunology | Influenza in Birds / immunology, prevention & control | Newcastle disease virus / genetics | Survival Analysis",Shin-Hee,Kim
10.1111/jcmm.13532,29441717,PMC5867138,s3://pmc-oa-opendata/PMC5867138.1/PMC5867138.1.xml?md5=7de2dfced6b72b1a1b86be65068238ff,J Cell Mol Med,research-article,S100A9 gene silencing inhibits the release of pro‐inflammatory cytokines by blocking the IL‐17 signalling pathway in mice with acute pancreatitis,2018,S100A9 | acute pancreatitis | interleukin-17 signalling pathway | pro-inflammatory cytokine,"Acute Disease | Animals | Calgranulin B / genetics | Cell Proliferation / genetics | Gene Expression Regulation / genetics | Gene Silencing | HMGB1 Protein / genetics | Humans | Interleukin-17 / genetics | Mice | Pancreatitis / genetics, pathology | Receptor for Advanced Glycation End Products / genetics | Signal Transduction | Toll-Like Receptor 4 / genetics",Dong‐Mei,Wu
10.1093/jxb/err271,21976771,PMC3245465,s3://pmc-oa-opendata/PMC3245465.1/PMC3245465.1.xml?md5=a4ab91d42fd17d2ac22461e935420755,J Exp Bot,research-article,The roles of the cation transporters CHX21 and CHX23 in the development of Arabidopsis thaliana,2012,Cation transport | CHX | female gametophyte | gene knockout | yeast,"Alleles | Antiporters / physiology | Arabidopsis / genetics, growth & development | Arabidopsis Proteins / physiology | Base Sequence | DNA Primers | Polymerase Chain Reaction | Reverse Transcriptase Polymerase Chain Reaction | Sodium-Hydrogen Exchangers / physiology",A. R.,Evans
10.1155/2015/687938,26681941,PMC4668323,s3://pmc-oa-opendata/PMC4668323.1/PMC4668323.1.xml?md5=dbc02d2eeef61e7e86b55e9a5c51ea67,Int J Endocrinol,research-article,Glycolipid Metabolism Disorder in the Liver of Obese Mice Is Improved by TUDCA via the Restoration of Defective Hepatic Autophagy,2015,,,Qinyue,Guo
10.1038/s41598-017-12056-5,28916831,PMC5601928,s3://pmc-oa-opendata/PMC5601928.1/PMC5601928.1.xml?md5=3e0e742c91c58676a851a35b7c07952a,Sci Rep,research-article,The melanocortin signaling cAMP axis accelerates repair and reduces mutagenesis of platinum-induced DNA damage,2017,,"Cell Line | Cells, Cultured | Cyclic AMP / metabolism | DNA Damage / drug effects | DNA Repair / drug effects | Genomic Instability / drug effects | HEK293 Cells | Humans | Melanocortins / physiology | Mutagenesis / drug effects | Platinum Compounds / toxicity | Signal Transduction / physiology",Stuart G.,Jarrett
10.1371/journal.pone.0090660,24587407,PMC3938808,s3://pmc-oa-opendata/PMC3938808.1/PMC3938808.1.xml?md5=b73bbb876336d6fda72f188ee8f38e28,PLoS One,research-article,Silencing Alpha-Fetoprotein Inhibits VEGF and MMP-2/9 Production in Human Hepatocellular Carcinoma Cell,2014,,"Apoptosis / genetics | Blotting, Western | Carcinoma, Hepatocellular / genetics, metabolism, pathology | Cell Line, Tumor | Cell Movement / genetics | Cells, Cultured | Gene Expression Regulation, Neoplastic | Human Umbilical Vein Endothelial Cells / metabolism, physiology | Humans | Immunohistochemistry | In Situ Nick-End Labeling | Liver Neoplasms / genetics, metabolism, pathology | Matrix Metalloproteinase 2 / genetics, metabolism | Matrix Metalloproteinase 9 / genetics, metabolism | Neovascularization, Physiologic / genetics, physiology | RNA Interference | Reverse Transcriptase Polymerase Chain Reaction | Vascular Endothelial Growth Factor A / genetics, metabolism | Vascular Endothelial Growth Factor Receptor-2 / metabolism | alpha-Fetoproteins / genetics, metabolism",Wenbo,Meng
10.1172/jci.insight.125172,30835717,PMC6538384,s3://pmc-oa-opendata/PMC6538384.1/PMC6538384.1.xml?md5=5ab7adf47c1e5ae06441cf54dc397c64,JCI Insight,research-article,Disruption of embryonic ROCK signaling reproduces the sarcomeric phenotype of hypertrophic cardiomyopathy,2019,Cardiology | Cardiovascular disease,"Animals | Cardiomyopathy, Hypertrophic / genetics, pathology | Disease Models, Animal | Embryo, Mammalian | Heart Ventricles / cytology, embryology, pathology | Humans | Loss of Function Mutation | Mice | Mice, Transgenic | Myocytes, Cardiac / cytology, pathology | Sarcomeres / metabolism, pathology | rho-Associated Kinases / genetics, metabolism",Kate E.,Bailey
10.1371/journal.pone.0075456,24130713,PMC3794941,s3://pmc-oa-opendata/PMC3794941.1/PMC3794941.1.xml?md5=b708f2c4674157cd56ac53483bb5fa12,PLoS One,research-article,"Evaluation of the Replication, Pathogenicity, and Immunogenicity of Avian Paramyxovirus (APMV) Serotypes 2, 3, 4, 5, 7, and 9 in Rhesus Macaques",2013,,"Animals | Avulavirus / classification, immunology, pathogenicity | Avulavirus Infections / immunology | Chick Embryo | Chlorocebus aethiops | Macaca mulatta | Vero Cells",Sunil K.,Khattar
