PMCID,pair_id,isFraud,first_order_coherence,second_order_coherence,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,entropy,perplexity,per_word_perplexity,pos_prop_ADJ,pos_prop_ADP,pos_prop_ADV,pos_prop_AUX,pos_prop_CCONJ,pos_prop_DET,pos_prop_INTJ,pos_prop_NOUN,pos_prop_NUM,pos_prop_PART,pos_prop_PRON,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_SYM,pos_prop_VERB,pos_prop_X,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,segmented_ttr,mltd,hdd,modal_verb_rate,passive_voice_rate,negation_rate,first_person_singular_rate,first_person_plural_rate,number_rate,n_acronym_mentions,n_unique_acronyms,n_defined_acronyms,acronym_density,ratio_defined_acronyms,n_citations,citation_density,polarity,subjectivity,n_words
PMC5815264,326,True,0.6124505586592497,0.5873392399932656,23.833102611875177,17.59930585277524,18.11998727580157,21.26841456783842,20.395276526545253,16.198305373898208,70.23103073293127,12.149122807017545,3.52596946036022,0.8444655306562913,0.3629059990849084,0.0425092426032712,5.6050611316462895,5.0,3.5438850694161617,30.850877192982452,25.5,23.523870838587182,1.7930054023315325,1.0,1.1082070261821768,3517,970,0.2758032413989195,20265,114,95.4605431320683,2.870695455229724e+41,7.055039211672951e+37,0.0678299336446301,0.112066846891128,0.0162202015237159,0.0410420250675841,0.0324404030474318,0.0550503809289751,0.0,0.3362005406733841,0.0430081101007618,0.0189235684443352,0.0078643401327107,0.0285082329810764,0.1292700909314328,0.0122880314573605,0.0,0.0914229540427623,0.0078643401327107,False,1197.0,0.8105185549275006,4.980339149668223,4069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2684818342746354,0.2241422911573801,0.1784118688358762,0.1548090702183258,0.1346202478293854,0.1228188485206103,0.0050577425609036,0.0025288712804518,0.0023181320070808,0.0321946424182845,0.81260092272203,87.6638460565224,0.8682558909356947,2.058319039451115,0.7192982456140351,0.3430531732418524,0.0,6.861063464837049,52.83018867924528,168,53,6,57.63293310463122,0.1132075471698113,45,15.437392795883362,0.0384421749136939,0.4555403720751823,2915
PMC7786410,327,True,0.7030358337091677,0.659272913573956,38.42146566523607,13.68867381974249,15.287993004710586,17.096824034334766,18.02315021459228,17.63927896995708,61.92660944206008,9.0,3.2091760948271544,1.4379389185595886,0.3916320059185994,0.0707893943132789,5.903004291845494,5.0,3.7004859308535543,23.3,16.5,23.193749157908904,1.711158798283262,1.0,1.042160571690629,2330,739,0.3171673819742489,14246,100,60.78710245654766,2.5090144802791095e+26,8.890908859954322e+22,0.0666194188518781,0.0974486180014174,0.0187810063784549,0.0460666194188518,0.0301204819277108,0.0244507441530829,0.0,0.3798724309000709,0.0163004961020552,0.0095676824946846,0.0106307583274273,0.0216158752657689,0.1725726435152374,0.0017717930545712,0.0,0.0921332388377037,0.0120481927710843,False,690.0,0.8097094259390503,5.048192771084337,2822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240476478413351,0.1982101826097472,0.1480227355182005,0.1216592090942072,0.106421574555569,0.0940863465957189,0.0048978111017051,0.0079816180916676,0.0091909541661627,0.0517363571934798,0.8028671635247698,83.69252572462523,0.8749926702044823,11.398963730569948,0.57,1.5544041450777202,0.5181347150259067,11.398963730569948,21.76165803108808,243,42,2,125.90673575129532,0.0476190476190476,33,17.098445595854923,-0.0388272543059777,0.4019984802431608,1930
PMC7906587,328,True,0.6797269889286586,0.6525346863155181,22.23134942208418,18.86988170110812,18.97938525426307,22.80769031629281,22.89945954589063,16.80875975248856,71.17042299277668,12.660377358490566,3.892713836749391,1.5725087864448632,0.369307402612719,0.0553654413375195,5.689265536723164,4.0,3.8998803709126064,35.06603773584906,26.0,28.275687559137666,1.7613666935700834,1.0,1.0982575111148176,3717,988,0.265805757331181,21856,106,112.87294523531742,1.0473631067660571e+49,2.3663874983417472e+45,0.0698147311342069,0.1294622684139177,0.0187528242205151,0.0404428377767736,0.027112516945323,0.0718481699051061,0.0,0.325124265702666,0.0422503389064618,0.0112968820605512,0.0081337550835969,0.0210122006326253,0.140759150474469,0.0067781292363307,0.0042928151830094,0.0806597379123362,0.0022593764121102,False,1381.0,0.7882964301852688,4.938093086308179,4426.0,0.0104923325262308,0.0,0.0,0.0,0.0,0.0,0.2392760606416735,0.1928937987229208,0.1736200885337094,0.1462764915579582,0.1362087201786344,0.1256316840991891,0.008931719355976,0.0135151016570689,0.0112821718180749,0.035698147311342,0.7727699018538713,65.0003411209113,0.846553199380243,7.250945775535939,0.6981132075471698,0.0,0.0,5.359394703656999,52.01765447667087,268,82,2,84.48928121059268,0.024390243902439,48,15.132408575031526,0.0995906808194943,0.4575165716267412,3172
PMC3525767,329,True,0.7297045901335405,0.7059236602650748,36.45525083612043,14.704655996177738,16.070542286759945,18.3236502627807,17.441625955566174,15.19390468227424,60.79658385093168,9.071428571428571,3.436101326812848,0.893224154269044,0.36614357226562,0.0538358391018559,5.462583612040134,4.0,3.422252287054999,26.285714285714285,24.0,13.889901236435334,1.6985785953177257,1.0,1.0845670126952918,4784,1063,0.2221989966555184,26901,182,141.9469988199583,4.434026764269683e+61,7.992117455424808e+57,0.0596611391492429,0.1231074260994953,0.0237923576063446,0.0319033886085075,0.0591204037490987,0.0490266762797404,0.0,0.3467916366258111,0.0383922134102379,0.0147801009372746,0.0086517664023071,0.0228911319394376,0.1281542898341744,0.0086517664023071,0.0,0.0821917808219178,0.0028839221341023,False,1778.0,0.8267844268204758,4.848774333093006,5548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2132157755024649,0.1395209202376438,0.1001453672102136,0.0577676652761977,0.0422828972317026,0.0355201618000252,0.0208570345089116,0.0085324232081911,0.0151687523701175,0.0293799567411679,0.7672209326862207,65.80294742620694,0.8428949220739151,0.2395783421178725,0.5604395604395604,1.1978917105893627,0.9583133684714902,6.947771921418304,45.99904168663153,111,57,1,26.59319597508385,0.0175438596491228,57,13.655965500718734,0.0641322529011604,0.4268267076061198,4174
PMC6792276,330,True,0.6972475101938471,0.6761508555388918,39.30475801427113,15.776093902453358,16.236823524404148,19.419558700788794,19.296687650910464,14.025817522658606,61.90237107221367,9.56420233463035,3.9813776313547087,2.062039650365966,0.368465342573075,0.0668736440431723,5.228761329305136,4.0,3.419014801359958,32.19844357976654,24.0,25.55355095577034,1.5939577039274924,1.0,1.0037812429556212,8275,1710,0.2066465256797583,44830,257,239.63301571684025,1.1784099684732522e+104,1.19793633066306e+100,0.0662803700315136,0.1125343092406221,0.021043000914913,0.0308020738029887,0.0508285046253939,0.0593676934024601,0.0010165700925078,0.3340449323980888,0.0350716681915218,0.0167734065263799,0.0094541018603232,0.0221612280166717,0.1548236250889499,0.0084375317678153,0.0,0.0722781335773101,0.0050828504625393,False,2936.0,0.7959743824336688,4.557283724712819,9837.0,0.0003625377643504,0.0,0.0,0.0,0.0,0.0,0.1813981556565523,0.1372319761630867,0.1001376657174646,0.0766213438437022,0.0621758726686405,0.0603654741923925,0.0075433269843664,0.0050163124446036,0.0033944971429649,0.0605875775134695,0.7693386822270849,62.43471932878879,0.8664349403682814,2.10408191892271,0.5019455252918288,3.647075326132698,0.0,6.873334268480853,42.22191050638238,881,85,4,123.57974470472718,0.0470588235294117,83,11.642586618038996,0.0696254323826094,0.4233018755566605,7129
PMC6522534,331,True,0.6978310540478717,0.6579880181196573,45.11304026423406,13.877776030198174,14.751467744079068,17.07882982069833,17.03410821012897,13.790618992695116,56.24955436720143,7.909090909090909,3.8682391575915496,1.184302736910977,0.3472217216427308,0.0564624593636007,5.213379469434833,5.0,3.2378821730769625,27.818181818181817,25.0,14.939775388968352,1.5778546712802768,1.0,0.9983616777628388,5202,1147,0.2204921184159938,28087,187,159.52106813615833,1.9016020584932587e+69,3.083512337430288e+65,0.0554564618128749,0.1089670828603859,0.0175125668882763,0.0337279065996432,0.0507540132965785,0.0473487919571915,0.0,0.3770066482892816,0.0291876114804605,0.0084319766499108,0.0025944543538187,0.0278903843035511,0.1512891195070536,0.0059996756932057,0.000486460191341,0.0754013296578563,0.0079455164585698,False,1664.0,0.8002270147559591,4.554402464731636,6167.0,0.0023068050749711,0.0,0.0,0.0,0.0,0.0,0.3973221001955769,0.3366631563111178,0.2809688581314878,0.2357153603129231,0.2200090266285542,0.2019858582819317,0.0153452685421994,0.0153452685421994,0.0173010380622837,0.0424841900437814,0.7541432175431787,62.15265892331769,0.8389711208436097,8.30066866497579,0.6256684491978609,0.6917223887479824,0.0,1.3834447774959648,38.50587964030436,627,105,6,144.56997924832834,0.0571428571428571,37,8.53124279455845,0.0245936195936195,0.4535156585156585,4337
PMC6749725,332,True,0.7231067700285307,0.6764937541314534,30.09213773491595,16.03876112759644,16.959505483330318,19.58150346191889,19.392512363996047,16.579406528189917,63.64218595450049,9.98611111111111,3.683900925580534,1.0814413198111903,0.3546296934273134,0.0527342741786349,5.68595450049456,4.0,3.8869777460039305,28.08333333333333,23.5,15.05614492491355,1.7522255192878338,1.0,1.1685088575317564,2022,669,0.330860534124629,11936,72,61.56053553731973,5.437520244175019e+26,2.2094759220540508e+23,0.0837058106460788,0.102803738317757,0.0186915887850467,0.0373831775700934,0.0398212108898821,0.0589191385615603,0.0,0.2832182039821211,0.0471353108492482,0.0089394555058919,0.0060950832994717,0.0475416497358797,0.1743193823648923,0.008126777732629,0.0,0.0800487606663957,0.0032507110930516,False,692.0,0.7720438845997561,4.850060950832995,2461.0,0.0019782393669634,0.0,0.0,0.0,0.0,0.0,0.2295647177129722,0.1747593736532107,0.1570176698750179,0.1384858497342335,0.1311593161902025,0.1311593161902025,0.007326533544031,0.0060336158597902,0.0068955609826174,0.0495733441690369,0.7837607704004055,79.32461227145338,0.8607600701664989,4.938271604938271,0.6111111111111112,2.469135802469136,0.0,2.469135802469136,67.90123456790123,223,46,6,137.65432098765433,0.1304347826086956,22,13.580246913580249,0.11434201436861,0.5502015980473425,1620
PMC4146011,333,True,0.6530303532662599,0.6166422518710382,45.53059576123778,12.604282084984504,14.367583317277614,15.92282863158996,15.056857164109807,14.148632930513592,53.70435254574227,7.0562770562770565,3.3648954379396185,0.9801525752912028,0.3519762986189794,0.0723449438274082,5.312877643504532,5.0,3.01971623336432,22.926406926406926,20.0,12.242808458490806,1.631608761329305,1.0,0.943881222580552,5296,1229,0.2320619335347432,28815,231,147.65703329652695,1.3385505439587623e+64,2.241752711369557e+60,0.1135488192932507,0.1163959135823145,0.0264612292748283,0.0433763188745603,0.028470942890638,0.0756992128621671,0.0,0.3210517501256071,0.0326578462569083,0.0130631385027633,0.0095461396750962,0.0211019929660023,0.1103667727348852,0.0075364260592865,0.0001674761346508,0.0773739742086752,0.0031820465583654,False,1911.0,0.8524535253726344,4.825824819963155,5971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2830127734547056,0.2434884745265012,0.1989722507708119,0.1537512846865364,0.1266480692996623,0.1102628101600352,0.0125091763324034,0.0182058434884745,0.0246953457642049,0.0345000837380673,0.79456,76.57853475375256,0.8591873336394273,6.984126984126984,0.4891774891774891,1.2698412698412698,0.0,1.9047619047619049,37.460317460317455,185,65,1,39.15343915343916,0.0153846153846153,77,16.296296296296294,0.0733093197487136,0.465665711953591,4725
PMC4852449,334,True,0.6778873721758525,0.6381149314468799,27.821368233103527,15.821459368607396,16.743615969467037,19.133599964219048,19.18878521304969,17.579514273540692,63.4709832935898,9.734806629834257,3.6996390060634106,1.8573224507622987,0.3577533788700285,0.0600471127635471,5.870899020025565,5.0,3.766506486568826,25.933701657458563,21.0,17.237567289984327,1.8048572645930976,1.0,1.1323993754968922,4694,1249,0.266084363016617,28502,181,133.16982442563108,6.837855266737238e+57,1.2138922894971127e+54,0.1001242677081484,0.0965737617610509,0.0365702112551038,0.0344399076868453,0.0379904136339428,0.0548553168826557,0.0001775252973548,0.3214983135096751,0.0241434404402627,0.0127818214095508,0.0118941949227764,0.0138469731936801,0.1619030711876442,0.0101189419492277,0.0,0.0777560802414344,0.0053257589206461,False,1511.0,0.8017042428546067,5.059826025208592,5633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222192078133478,0.1751974437812745,0.1348345089527943,0.1102369325375293,0.0978778561524085,0.074877916440586,0.0045819014891179,0.0077168867185145,0.0088623620907939,0.0511272856382034,0.8150838709677419,95.45904208920072,0.8923305958439478,6.493506493506494,0.5524861878453039,2.247752247752248,0.0,5.744255744255744,33.21678321678321,301,80,10,75.17482517482517,0.125,36,8.991008991008991,0.0563095672734226,0.4994632241921403,4004
PMC6054090,335,True,0.723574091467941,0.6751339871968541,29.491972843450498,15.8490586096728,16.77634335559737,19.253167346039444,27.101973559546103,26.84794888178914,64.17125702324556,10.03448275862069,3.5171797414862285,1.0056060465178944,0.3675709703007814,0.0480852260476891,7.43961661341853,5.0,18.477264222382853,26.98275862068965,23.5,17.96115672808134,1.772523961661342,1.0,1.2876951523308544,1565,547,0.3495207667731629,11914,58,45.27334732300347,4.591609224108473e+19,2.500876483719212e+16,0.099673202614379,0.0974945533769063,0.0245098039215686,0.0408496732026143,0.0375816993464052,0.0577342047930283,0.0,0.3061002178649237,0.0506535947712418,0.0103485838779956,0.0038126361655773,0.0283224400871459,0.1405228758169934,0.0059912854030501,0.0,0.0838779956427015,0.0125272331154684,True,513.0,0.7679738562091504,6.489106753812636,1836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0996340279333781,0.0818582418403166,0.0511614011501979,0.028754948091717,0.0274852490850698,0.0185226678616774,0.0097094629920083,0.0053775487340354,0.0053775487340354,0.088235294117647,0.7580474934036939,55.36864860012936,0.8499087419917711,3.1595576619273302,0.7068965517241379,1.5797788309636651,0.0,0.0,70.3001579778831,63,17,1,49.76303317535545,0.0588235294117647,41,32.38546603475513,0.0666723688497881,0.483409090909091,1266
PMC4704783,336,True,0.6434426996774144,0.630174409009035,37.683799740318335,13.902116561095491,15.37980383787322,17.244759500422276,17.003932380476954,16.112910635913714,58.84632773602161,8.33481152993348,3.375880755433963,1.1379052517705877,0.3764736963937956,0.065758256004416,5.639368755252591,4.0,5.043681099532693,23.745011086474506,21.0,13.472125799540152,1.7145391726585115,1.0,1.221647212395062,10709,2074,0.1936688766458119,62235,451,288.46974292629034,1.9090510803519323e+125,1.5210350413129888e+121,0.0772050035853716,0.1135367699784877,0.022069954585292,0.0328260696358855,0.0407138873396542,0.0525057764321568,7.967492630069317e-05,0.323559875707115,0.0397577882240458,0.0166520595968448,0.0110748147557963,0.0193610070910684,0.1408652696996255,0.0085252171141741,0.0,0.0969643853079435,0.0043024460202374,False,3805.0,0.8134013226037766,4.958569038323639,12551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2301293138950663,0.182467122422645,0.1558493259753452,0.1297119951678884,0.1159294950992504,0.1063888202509403,0.0020865936358894,0.0054773082942097,0.0069187052137385,0.0337821687514939,0.8191613508442777,90.610960240475,0.8882879680667884,2.515035538545653,0.549889135254989,3.171131765992346,0.7654455986878076,8.529250956807,52.15965008201203,783,191,4,85.62055768179333,0.0209424083769633,81,8.857299070530345,0.0375882430954244,0.3750973537732962,9145
PMC4238009,337,True,0.6382948936808188,0.6345227330527037,42.425361601377546,12.659673600107473,14.902798086568357,16.499471519769923,14.758964746613422,14.634116558741905,55.510165077562334,7.3003300330033,3.1930617169424744,1.0170593149022171,0.3728080596463921,0.0579533914582377,5.411039161270429,4.0,3.5543480860769137,21.405940594059405,19.0,12.0946581922992,1.6865556583410422,1.0,1.0633472228215732,6486,1363,0.2101449275362318,36306,303,181.70241906995452,8.172556854668256e+78,1.0619226682261247e+75,0.067047817047817,0.1112266112266112,0.0161122661122661,0.0357328482328482,0.0488565488565488,0.0389812889812889,0.0,0.366554054054054,0.0372920997920997,0.0119542619542619,0.0071465696465696,0.0213097713097713,0.1541060291060291,0.0071465696465696,0.0,0.0743243243243243,0.0022089397089397,False,2090.0,0.7958679833679834,4.717515592515593,7696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131477365773774,0.1599485319920458,0.1157562287986899,0.0936015908293367,0.0845479003392209,0.0682886887355246,0.0044917534214528,0.0085156158615042,0.0037899169493508,0.036512474012474,0.7847693024700948,72.61805441430332,0.8675063269477817,2.754315093646713,0.504950495049505,2.937936099889827,1.2853470437017993,5.875872199779654,52.14836577304444,733,145,4,134.59419757620273,0.0275862068965517,51,9.364671318398823,0.0907224712681565,0.4025652646845541,5446
PMC3022965,338,True,0.7406857641517813,0.7181118710764817,38.78097831765939,14.836252612330204,15.668782140382117,18.10193312434692,17.759065112330198,14.517974137931034,58.72466039707419,8.606060606060606,3.733049644898807,2.179378069865069,0.3610075711346232,0.0556672127384892,5.335129310344827,4.0,3.411879409353222,28.12121212121212,24.0,16.549755240811333,1.649066091954023,1.0,1.0372269014334043,5568,1376,0.2471264367816092,30638,198,167.88499252133104,8.156913303307499e+72,1.255102831713725e+69,0.0583166641021695,0.1126327127250346,0.0258501307893522,0.0310817048776734,0.0573934451454069,0.054316048622865,0.0003077396522541,0.3514386828742883,0.030312355747038,0.0141560240036928,0.0115402369595322,0.017695030004616,0.1392521926450223,0.0098476688721341,0.000153869826127,0.0832435759347591,0.0024619172180335,False,2078.0,0.8268964456070165,4.714263732881982,6499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171562119703507,0.1105763911937161,0.0724361101891802,0.0516926651178227,0.0396061511229118,0.0375041486890142,0.0041486890142714,0.0147140170372828,0.0120865139949109,0.017695030004616,0.798851241166878,77.38509323988603,0.8611861939789157,3.979891076665271,0.5404040404040404,1.6757436112274822,0.4189359028068705,9.007121910347717,35.81901968998743,374,105,2,78.34101382488478,0.019047619047619,64,13.405948889819856,0.0669370195461103,0.4296243736061921,4774
PMC6777740,339,True,0.6768284289426701,0.6412673814876659,51.3450913397696,13.025800523992393,14.369801511973504,16.7082921026861,15.680908752518704,12.060533077660594,54.560759019898384,7.438502673796791,3.888231343212855,1.3399051162438524,0.3514430035381364,0.0596340138053736,4.91869606903164,4.0,3.1734615974821625,27.88770053475936,24.0,14.99244760160232,1.5033557046979866,1.0,0.8693890114029421,5215,1167,0.223777564717162,26896,187,151.72350243010237,7.810518770219869e+65,1.2090586331609702e+62,0.0660990712074303,0.0687306501547987,0.0208978328173374,0.0287925696594427,0.028173374613003,0.0512383900928792,0.0004643962848297,0.2659442724458204,0.0718266253869969,0.0278637770897832,0.0142414860681114,0.0397832817337461,0.189938080495356,0.0145510835913312,0.0,0.0713622291021671,0.0400928792569659,False,1588.0,0.7196594427244583,4.163467492260062,6460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3201248049921997,0.2814664586583463,0.2467082683307332,0.2080499219968798,0.1722620904836193,0.1612480499219968,0.0209672386895475,0.0244617784711388,0.013572542901716,0.0354489164086687,0.7698373983739837,62.72516206393353,0.8677000633203712,2.1629416005767843,0.3529411764705882,2.403268445085316,0.0,15.621244893054554,100.21629416005769,246,58,5,59.12040374909877,0.0862068965517241,143,34.36673876472002,0.0623740609166618,0.4132296701803429,4161
PMC5865575,340,True,0.6994830537133101,0.6466303155010129,29.47130609332919,17.690999147254747,17.834851886735233,21.462696194729865,21.6001081551152,15.594702172389628,68.72331371737826,11.80722891566265,3.738485676677649,1.072976526614464,0.3723572989127866,0.0495804557318599,5.48563419761738,5.0,3.2640677693606617,34.3855421686747,25.0,28.919844075177156,1.6839523475823406,1.0,0.9731729179404752,2854,914,0.3202522775052557,16068,83,78.82855968157116,1.7171509959416864e+34,5.257657672815942e+30,0.0499081445192896,0.1166564605021432,0.0192896509491733,0.0376607470912431,0.0373545621555419,0.0606246172688303,0.0,0.335272504592774,0.0284751990202082,0.0137783221065523,0.0097979179424372,0.0474586650336803,0.1227801592161665,0.0140845070422535,0.0,0.0985915492957746,0.0082669932639314,False,1040.0,0.8462951622780159,4.919779546846296,3266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064122946475887,0.1394276629570747,0.0946475887652358,0.0789083200847906,0.057286698463169,0.0373078961314255,0.0211976682564917,0.0189189189189189,0.0145733969263381,0.0361298224127372,0.7907308377896614,76.41917172433075,0.8563261530878852,2.373417721518988,0.7228915662650602,0.3955696202531645,0.7911392405063291,7.9113924050632916,30.06329113924051,198,74,3,78.32278481012658,0.0405405405405405,34,13.449367088607596,0.0094774130190796,0.475385101010101,2528
PMC7306576,341,True,0.6796181709328785,0.6626892107877003,38.793503514613406,14.09035823080738,15.659850741713097,17.70988893349391,17.263666548594543,15.64378473091364,61.09574861658835,9.037735849056604,3.4206640314586974,1.1056297717486914,0.3604855371287175,0.066521219107936,5.54793491864831,5.0,3.5162974917991874,25.12578616352201,24.0,15.626433876694376,1.6848560700876094,1.0,1.0639423926268805,3995,1011,0.2530663329161451,22793,159,122.639446193555,1.826563376297618e+53,3.951889606874984e+49,0.053872782345305,0.1101254868022501,0.0192557334487234,0.0460839463435742,0.0382951103418433,0.0700995240155776,0.0002163565556036,0.332323669407183,0.0339679792297706,0.0118996105581999,0.0062743401125054,0.024231934227607,0.1280830809173518,0.0170921678926871,0.0,0.1008221549112938,0.0073561228905235,False,1468.0,0.8297273907399394,4.931414971873648,4622.0,0.0015018773466833,0.0,0.0,0.0,0.0,0.0,0.2031723467135535,0.1443642213160749,0.1242377763645205,0.1133889491601511,0.0966293816168493,0.0704799670794208,0.0121581684186899,0.0067337548165051,0.0047136283715536,0.0350497620077888,0.7443487075519514,57.00587516933815,0.8414570774353171,8.984725965858042,0.5534591194968553,0.5989817310572028,0.0,1.497454327643007,42.5277029050614,199,60,3,59.59868224019167,0.05,25,7.487271638215035,0.1037736742424242,0.430823271780303,3339
PMC7509149,342,True,0.6572638237533938,0.6229248672579099,37.582524199218085,13.375240191707537,16.001076179640435,18.042883843753213,16.76005821530231,17.041917075345513,56.69882797763984,7.576923076923077,3.302601274983216,1.3311508619742618,0.370514430946381,0.0621381783019971,5.818769505127062,4.0,3.9438112041544704,21.567307692307693,19.0,14.195587358182364,1.741863575568435,1.0,1.1235609531529205,4486,1193,0.2659384752563531,26966,208,140.3164888651068,8.683140616988385e+60,1.62332036212159e+57,0.0942232192933258,0.0968405309403626,0.0125257057393905,0.0409422321929332,0.0368293138904468,0.074967283604412,0.0001869508319312,0.3189381192746308,0.0461768554870069,0.0136474107309777,0.00467377079828,0.0291643297812675,0.1557300429986913,0.0063563282856608,0.0005608524957936,0.0594503645541222,0.0087866891007664,False,1534.0,0.7855673957749112,5.041316133856796,5349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2764499681325685,0.2199808795411089,0.188655194391332,0.1479923518164436,0.1247291268323773,0.0977055449330784,0.0627151051625239,0.0775015933715742,0.0722753346080306,0.0420639371845204,0.7521027721433401,57.48828118792342,0.8393649344567856,5.539435505143762,0.4759615384615384,2.374043787918755,0.5275652862041678,0.0,60.14244262727512,223,65,5,58.8235294117647,0.0769230769230769,55,14.508045370614614,0.0931151283357165,0.468776693078164,3791
PMC7051985,343,True,0.6659689414930545,0.642158261448779,43.97649511842067,12.869728818257418,14.751752854107298,16.409529089285165,15.536818295913022,14.636445255474449,54.70995411007422,7.30379746835443,3.3754294150359825,1.126305048230556,0.3646487785415592,0.0594174986073886,5.393978102189781,4.0,3.677173652754679,23.122362869198312,19.0,15.611508720922249,1.647627737226277,1.0,1.0346699075670496,5480,1217,0.2220802919708029,30504,237,165.08697681718,4.970076411823603e+71,7.74034638190874e+67,0.0574676841613455,0.1027877277682604,0.0224264133312568,0.0450085656439806,0.0495249961065254,0.0551315994393396,0.0,0.3390437626537922,0.0378445724964958,0.0130820744432331,0.0119919015729637,0.0225821523127238,0.1404765612832892,0.0113689456470954,0.0010901728702694,0.0844105279551471,0.0057623423142812,False,2011.0,0.811555832424856,4.750661890671235,6421.0,0.0020058351568198,0.0,0.0,0.0,0.0,0.0,0.201693546140776,0.1372942257875825,0.0842594913790702,0.0608339600568229,0.0532018606724046,0.0449569649870477,0.0103061196066961,0.0085234394585109,0.0045959722570401,0.0616726366609562,0.7727911683532659,66.55383280169505,0.8549335254729948,10.00834028356964,0.5611814345991561,1.6680567139282736,0.0,11.46788990825688,45.03753127606338,328,97,1,68.39032527105923,0.0103092783505154,48,10.00834028356964,0.0461088635791016,0.4095370942989991,4796
PMC3189171,344,True,0.6747843380951629,0.6725259501989006,38.47023416087077,14.114695971102204,15.487101859717804,17.491592072117747,16.80473334099083,15.119060742407196,57.1569891791695,8.04225352112676,3.219430653094352,1.0286423112509775,0.3782624437945133,0.0576127638796748,5.459364454443195,4.0,3.506868087133986,25.04225352112676,23.0,14.310378996879104,1.6896794150731158,1.0,1.0769156205598154,7112,1398,0.1965691788526434,39852,284,214.068676957616,9.307759453892604e+92,1.1445842909361291e+89,0.0666502705361534,0.132439744220364,0.0243482538121003,0.0333251352680767,0.0408263649778652,0.0842351205115592,0.0,0.3287014264633546,0.0207820954254795,0.0233644859813084,0.0095917363502213,0.0168470241023118,0.1234628627643876,0.0084849975405804,0.0008607968519429,0.0815297589768814,0.0045499262174126,False,2881.0,0.8507132316773242,4.900639449090015,8132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2662758473672991,0.1929439351950543,0.1499040716265188,0.120891068002558,0.1104881688339373,0.0942442975911319,0.0023449157962055,0.0070347473886164,0.0049882754210189,0.0271765863256271,0.7807613925842061,69.38449024539605,0.8367214169472865,3.562753036437247,0.5140845070422535,3.4008097165991904,0.0,2.753036437246964,28.50202429149797,417,98,3,67.53036437246963,0.0306122448979591,76,12.307692307692308,0.003771820189143,0.3236135350505427,6175
PMC6002139,345,True,0.6782522776792216,0.6600983653500764,35.06856044435443,13.69552451583753,15.313643153098148,17.06320988423726,16.602926101927302,16.91422102425876,59.61220260816727,8.184971098265896,3.2813822975828377,1.3367740175589375,0.3733110870905242,0.0581238437012662,5.798382749326145,5.0,3.5831738516024503,21.44508670520231,18.0,12.83166430388167,1.773045822102426,1.0,1.1104629303732831,3710,968,0.2609164420485175,22311,173,113.4736574997109,1.9097797914984276e+49,4.242069727895218e+45,0.0477565526432696,0.0955131052865393,0.0233229675699689,0.0422034651266104,0.0415370946246112,0.0488671701466015,0.0,0.3638382940915148,0.0304309195912927,0.0082185695246557,0.0073300755219902,0.0206574855619724,0.1692581075077743,0.0091070635273211,0.0,0.0897378942692136,0.0022212350066637,False,1262.0,0.7972012438916037,4.955797423367392,4502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262037642892883,0.1836341942188522,0.1437973904006774,0.1233208883414803,0.1039605865825026,0.0945691081944497,0.0042338632077287,0.0117008583195412,0.0105846580193218,0.0415370946246112,0.8072137404580153,86.6333681058375,0.8620019683502284,5.897771952817824,0.630057803468208,0.327653997378768,0.327653997378768,6.225425950196592,38.33551769331586,303,71,4,99.27916120576673,0.056338028169014,51,16.710353866317167,0.0520631835269993,0.424352642971064,3052
